Tech_ID,Depot_Assigned,Years of Exp,SkillSet,Rate per hour
T9543,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9544,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9545,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T9546,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",1,Equipment installation,Rs.500
T9547,"HHC8+7R5, Aland, Karnataka 585302, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9548,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585140",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9549,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560183",2,Equipment installation,Rs.500
T9550,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9551,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",4,Equipment installation,Rs.500
T9552,"Pampa Nagar, Koppal, SH-130, Kanakagiri Gangavathi Munirabad Road, Gangavathi, Gangavathi, Karnataka 583227, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9553,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9554,"P79G+CCC, Ijoor, Ramanagara, Karnataka 562159, India",4,Equipment installation,Rs.500
T9555,"4F98+GVG, Laxmeshwar, Karnataka 582116, India",2,Equipment installation,Rs.500
T9556,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9557,"JVPV+G7J, Siruguppa, Karnataka 583121, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9558,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9559,"765X+8HP, Kundgol, Karnataka 581113, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9560,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9561,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9562,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9563,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",4,Equipment installation,Rs.500
T9564,"X2FR+8FJ, TDB Road, Mundgod, Karnataka 581349, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9565,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9566,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",1,Equipment installation,Rs.500
T9567,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",2,Equipment installation,Rs.500
T9568,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T9569,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9570,"H955+2CQ, hubli solalapur road, Navalgund, Karnataka 582208, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9571,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9572,"4WV8+RWV, Fort Main Rd, Narayanappa Compound, Fort, Ballari, Karnataka 583104, India",2,Equipment installation,Rs.500
T9573,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",1,Equipment installation,Rs.500
T9574,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9575,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9576,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9577,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9578,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T9579,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",2,Equipment installation,Rs.500
T9580,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9581,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T9582,"Q9QX+W4Q, PB Rd, Vidya Nagar, Haveri, Karnataka 581110, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9583,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9584,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T9585,"216, 2nd H Main Rd, East of NGEF Layout, Bennigana Halli, Bengaluru, Karnataka 560075",1,Equipment installation,Rs.500
T9586,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9587,"JVPV+G7J, Siruguppa, Karnataka 583121, India",4,Equipment installation,Rs.500
T9588,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585393",3,Equipment installation,Rs.500
T9589,"HCCC+74Q, Kanakagiri, Karnataka 583283, India",4,Equipment installation,Rs.500
T9590,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585224",1,Equipment installation,Rs.500
T9591,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T9592,"88, Borewell Rd, Palm Meadows, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560090",4,Equipment installation,Rs.500
T9593,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9594,"XHV2+982, Belalkanda, Bhatkal, Karnataka 581320, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9595,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T9596,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9597,"JGQ4+68R, Mini Vidhansouda, Belgaum, Goa Road, Khanapur, Karnataka 591302, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9598,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9599,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9600,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9601,"VKG Nagar, Gulbarga, SH-22, Sindagi Kalaburagi Road, Afzalpur, Afzalpur, Karnataka 585301, India",4,Equipment installation,Rs.500
T9602,"GCWF+V73, Kanakapura, Karnataka 562117, India",1,Equipment installation,Rs.500
T9603,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9604,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9605,"X2XR+CW6, Manvi, Karnataka 584123, India",3,Equipment installation,Rs.500
T9606,"Q384+WGX, Arakalagud, Karnataka 573102, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9607,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9608,"WMHG+X59, Bellandur Main Rd, Bellandur, Bengaluru, Karnataka 560178",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9609,"834/779, SH 9, Gauribidanur, Karnataka 561208, India",3,Equipment installation,Rs.500
T9610,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585427",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9611,"765X+8HP, Kundgol, Karnataka 581113, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9612,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",2,Equipment installation,Rs.500
T9613,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9614,"WXH2+JVW, Chamarajanagara-BR Hills Rd, Bhagirath Nagar, Chamarajnagar, Karnataka 571313, India",1,Equipment installation,Rs.500
T9615,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9616,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",1,Equipment installation,Rs.500
T9617,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9618,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9619,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T9620,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T9621,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9622,"WHPG+VH4, SH 25, Basavanagudi, Shivamogga, Karnataka 577201, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9623,"VP23+JGF, Jai Bheem Nagar, Indira Nagar, Bhadravathi, Karnataka 577301, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9624,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T9625,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585443",2,Equipment installation,Rs.500
T9626,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9627,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9628,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9629,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9630,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T9631,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9632,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",2,Equipment installation,Rs.500
T9633,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9634,"M854+W9M, Ankola, Karnataka 581314, India",2,Equipment installation,Rs.500
T9635,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",3,Equipment installation,Rs.500
T9636,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585544",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9637,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585412",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9638,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9639,"Pampa Nagar, Koppal, SH-130, Kanakagiri Gangavathi Munirabad Road, Gangavathi, Gangavathi, Karnataka 583227, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9640,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9641,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585178",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9642,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9643,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T9644,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9645,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",4,Equipment installation,Rs.500
T9646,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585337",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9647,"GX2Q+FVF, Dyampur, Karnataka 583254",2,Equipment installation,Rs.500
T9648,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T9649,"Krishna Rajendra Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560050",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9650,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585156",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9651,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9652,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9653,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9654,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9655,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9656,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9657,"WMHG+X59, Bellandur Main Rd, Bellandur, Bengaluru, Karnataka 560144",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9658,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9659,"3HXV+35F, NES Office Rd, Suggappa Layout, East Colony, Yelahanka New Town, Bengaluru, Karnataka 560064, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9660,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9661,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T9662,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9663,"Q53V+J25, SH 30, Kushtagi, Karnataka 583277, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9664,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9665,"88, Borewell Rd, Palm Meadows, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560161",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9666,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585102",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9667,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9668,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585204",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9669,"H955+2CQ, hubli solalapur road, Navalgund, Karnataka 582208, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9670,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",1,Equipment installation,Rs.500
T9671,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9672,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T9673,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9674,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9675,"5F9M+F2G, Joida, Karnataka 581186, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9676,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9677,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9678,"VW7X+P7W, Basavakalyan,, Jai Shankar Colony, Basavakalyan, Karnataka 585327, India",1,Equipment installation,Rs.500
T9679,"X63F+PJR, Magadi Rural, Karnataka 562120, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9680,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9681,"Pampa Nagar, Koppal, SH-130, Kanakagiri Gangavathi Munirabad Road, Gangavathi, Gangavathi, Karnataka 583227, India",2,Equipment installation,Rs.500
T9682,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",3,Equipment installation,Rs.500
T9683,"near, hanumanthappa circle, Basavanahalli, Chikkamagaluru, Karnataka 577101, India",1,Equipment installation,Rs.500
T9684,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9685,"5R8C+F2 Gokak, Karnataka, India",3,Equipment installation,Rs.500
T9686,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9687,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9688,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9689,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9690,"5RX2+33F, Court Rd, Virajpet, Karnataka 571218, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9691,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T9692,"6V6M+4MV, Arabhavi - Challakere Rd, Laxmi chalapati Nagar, Mundargi, Karnataka 582118, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9693,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9694,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9695,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9696,"X9J3+XMP, SH 6, Savanur Rural, Karnataka 581118, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9697,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",4,Equipment installation,Rs.500
T9698,"WM8G+RW4, Badami, Karnataka 587201, India",4,Equipment installation,Rs.500
T9699,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",1,Equipment installation,Rs.500
T9700,"Court Rd,Jamkhandi, Karnataka 587301,India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9701,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9702,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9703,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9704,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585223",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9705,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",2,Equipment installation,Rs.500
T9706,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9707,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9708,"X6MC+58Q, Shiggaon, Karnataka 581205, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9709,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9710,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9711,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9712,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9713,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9714,"X6MC+58Q, Shiggaon, Karnataka 581205, India",2,Equipment installation,Rs.500
T9715,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585161",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9716,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T9717,"216, 2nd H Main Rd, East of NGEF Layout, Bennigana Halli, Bengaluru, Karnataka 560057",4,Equipment installation,Rs.500
T9718,"4F98+GVG, Laxmeshwar, Karnataka 582116, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9719,"216, 2nd H Main Rd, East of NGEF Layout, Bennigana Halli, Bengaluru, Karnataka 560068",4,Equipment installation,Rs.500
T9720,"877Q+8F9, Mysore - Madikeri Rd, Hunsur, Karnataka 571105, India",4,Equipment installation,Rs.500
T9721,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9722,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9723,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9724,"JM35+VJP, Karatagi, Karnataka 583229, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9725,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T9726,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9727,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9728,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9729,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9730,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585459",3,Equipment installation,Rs.500
T9731,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T9732,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9733,"5RX2+33F, Court Rd, Virajpet, Karnataka 571218, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9734,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9735,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9736,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9737,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T9738,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",2,Equipment installation,Rs.500
